Area,BHK,Bathroom,Location,Price
733,2,4,Ahmedabad,7487894
1291,4,3,Rajkot,7324302
3180,3,4,Vadodara,14811448
4010,4,4,Gandhinagar,20337512
2737,2,1,Rajkot,14190335
3129,1,3,Nadiad,14252966
2295,2,2,Anand,12287704
587,3,4,Anand,5172381
740,4,3,Bhavnagar,4882324
4275,2,1,Nadiad,19200162
2560,3,3,Ahmedabad,13871749
3598,2,3,Rajkot,13856842
1120,5,2,Ahmedabad,8445874
3399,2,4,Rajkot,14587053
866,3,3,Ahmedabad,7182589
4812,3,4,Vadodara,21711077
2227,4,1,Anand,9985209
2015,2,1,Gandhinagar,12301886
4675,3,2,Ahmedabad,20795063
3598,5,2,Rajkot,17933033
938,5,1,Surat,7185602
2383,2,3,Vadodara,13561196
4987,1,2,Anand,22333662
520,5,2,Vadodara,5719036
3048,3,2,Vadodara,12525779
538,5,2,Surat,6064395
830,2,2,Vadodara,6184630
3129,1,3,Nadiad,13786922
3065,3,4,Vadodara,15211825
4511,2,2,Bhavnagar,15830519
3396,5,4,Nadiad,15787756
4005,5,3,Anand,20293441
1519,2,3,Jamnagar,7788084
2957,1,1,Rajkot,13992098
1212,3,4,Bhavnagar,6833270
1976,4,1,Jamnagar,9943219
2160,2,1,Bhavnagar,10804892
2698,1,1,Nadiad,12472358
1489,3,4,Surat,9195645
2415,1,2,Ahmedabad,13788227
4230,5,1,Junagadh,17857423
2279,5,3,Gandhinagar,14078754
1215,2,1,Anand,6940115
4543,2,4,Vadodara,21957226
2173,1,2,Junagadh,9963006
1372,5,2,Rajkot,8559195
4993,1,1,Nadiad,20259935
4175,2,1,Jamnagar,16060841
2007,4,2,Junagadh,10312744
555,1,1,Gandhinagar,6664603
3557,5,4,Anand,14981280
4060,5,2,Ahmedabad,19317020
3479,1,2,Ahmedabad,14514627
4962,2,4,Nadiad,22202441
1774,5,1,Junagadh,9864328
1610,3,3,Surat,9283022
2600,3,2,Anand,13334190
1837,4,3,Nadiad,9664765
1793,1,1,Vadodara,10736559
4667,1,2,Rajkot,22569071
3670,5,1,Anand,16205520
4082,2,4,Surat,19418117
2868,5,4,Vadodara,14694485
1687,4,1,Ahmedabad,9328413
1726,3,2,Rajkot,8208963
640,2,1,Nadiad,5974305
1499,4,3,Vadodara,9103453
2511,4,2,Vadodara,12971290
4684,4,4,Rajkot,18049514
1975,5,4,Junagadh,10861685
2462,3,4,Surat,12249739
1451,1,1,Anand,8367511
3019,5,1,Nadiad,15232120
3394,3,2,Gandhinagar,15510323
4778,5,4,Bhavnagar,17802862
4085,4,2,Junagadh,17441265
2423,4,4,Surat,13665553
4312,1,3,Anand,20350827
4056,4,4,Surat,19801866
2680,4,2,Junagadh,10161305
3565,1,4,Nadiad,17667790
787,3,2,Jamnagar,5232480
3394,5,4,Nadiad,14362089
2491,2,3,Nadiad,10856885
4684,2,2,Jamnagar,17666994
4539,5,3,Rajkot,22181482
3889,4,4,Anand,16871139
3451,2,3,Bhavnagar,14424994
3472,4,3,Bhavnagar,14903930
2304,1,2,Rajkot,12363081
4335,2,4,Ahmedabad,19118424
4335,4,2,Vadodara,21757959
2382,2,4,Surat,11544510
1719,5,1,Surat,10069304
2746,1,3,Junagadh,10989339
1739,5,3,Surat,9430572
4884,5,1,Surat,22271776
3204,5,2,Surat,14884572
2827,4,3,Bhavnagar,11227370
1150,3,1,Nadiad,7578997
4921,3,2,Junagadh,21056654
1375,1,3,Jamnagar,6898681
2048,3,1,Vadodara,10489304
2834,1,1,Jamnagar,11596680
4679,5,4,Vadodara,22679774
3119,3,1,Nadiad,16078408
706,4,3,Bhavnagar,5576421
4803,2,3,Rajkot,18325176
4608,3,1,Ahmedabad,20938869
1309,1,1,Ahmedabad,9443679
3168,4,4,Anand,14980737
1112,1,2,Vadodara,8234507
1850,2,3,Junagadh,7857207
4738,4,3,Surat,19870427
2815,4,4,Jamnagar,12177480
4936,5,4,Nadiad,18451875
3329,5,1,Surat,17327466
1175,3,4,Vadodara,7592827
3591,3,2,Ahmedabad,16064295
1875,3,4,Junagadh,9427617
991,3,1,Ahmedabad,8619919
1414,2,1,Rajkot,9076077
987,4,2,Surat,7505562
1359,2,1,Anand,8574025
3024,5,3,Vadodara,16006188
2117,3,4,Nadiad,11889765
4592,4,1,Jamnagar,17831508
943,3,4,Bhavnagar,5966803
1630,5,3,Nadiad,9292408
952,2,1,Vadodara,6481885
2006,4,3,Jamnagar,9815082
4934,3,2,Anand,21442560
569,3,1,Junagadh,4730225
1252,4,2,Vadodara,8804283
4095,5,3,Surat,20892670
2392,5,4,Jamnagar,11716103
3356,1,1,Junagadh,13230795
3636,2,3,Vadodara,14840390
946,1,2,Vadodara,7244895
852,2,1,Anand,5957025
3621,1,1,Gandhinagar,19013820
739,2,2,Rajkot,5341135
1417,4,1,Bhavnagar,8467655
795,3,1,Ahmedabad,6790489
4972,3,1,Rajkot,20507693
2294,2,3,Nadiad,9773512
3327,5,3,Surat,15540482
4501,1,2,Nadiad,16061205
1230,2,1,Jamnagar,6484462
4354,1,1,Gandhinagar,17392268
1801,2,4,Ahmedabad,10593625
2696,4,4,Bhavnagar,10827403
4026,5,4,Gandhinagar,21095675
3851,4,3,Nadiad,19301419
2645,3,4,Jamnagar,10672477
3680,3,2,Ahmedabad,16482842
3124,4,1,Junagadh,11951070
4322,4,1,Junagadh,18079418
1587,3,3,Junagadh,7385695
4361,1,4,Surat,18842507
3601,3,4,Nadiad,16185274
4928,2,2,Junagadh,20539850
4477,4,1,Junagadh,19897810
2251,2,1,Junagadh,9533431
1595,2,2,Bhavnagar,9280490
3378,2,1,Anand,17433225
712,2,4,Bhavnagar,5150621
3039,5,4,Rajkot,13658511
4224,3,2,Nadiad,19318294
1528,5,2,Vadodara,9391123
2916,1,3,Rajkot,14333768
656,2,2,Jamnagar,5471818
1593,3,3,Bhavnagar,8606516
1352,3,2,Jamnagar,7032444
1800,4,3,Nadiad,8375137
2133,1,3,Jamnagar,8989969
4783,3,2,Bhavnagar,18194342
2239,3,2,Rajkot,11481131
2901,1,1,Jamnagar,14060196
1456,5,1,Anand,9260458
980,4,4,Ahmedabad,7423706
4566,4,2,Anand,20446724
594,4,3,Vadodara,6195881
4457,1,3,Jamnagar,19449220
518,4,4,Anand,5251058
4686,4,4,Ahmedabad,23379273
943,4,2,Junagadh,5991899
1503,1,1,Surat,8674792
2170,5,2,Ahmedabad,11127726
1014,3,4,Bhavnagar,5660431
2872,2,1,Gandhinagar,14251636
4615,2,1,Bhavnagar,17581985
1058,1,2,Ahmedabad,8180328
1958,2,2,Junagadh,10024189
3696,5,1,Jamnagar,16832165
2553,4,1,Anand,13317868
2051,3,4,Ahmedabad,10615357
844,2,3,Gandhinagar,7284776
2162,2,1,Anand,12410911
2106,1,2,Ahmedabad,13107839
3486,1,4,Rajkot,17046155
2582,5,2,Gandhinagar,14876891
2109,5,4,Nadiad,9917287
1389,5,1,Junagadh,6596980
2776,5,3,Vadodara,13998492
3512,3,1,Junagadh,14056626
1136,1,3,Nadiad,6687580
3782,2,1,Rajkot,18025080
1214,2,2,Junagadh,7507346
1989,4,2,Bhavnagar,9511622
2281,5,3,Surat,12118884
2182,2,2,Surat,12048925
4016,3,3,Gandhinagar,16137890
3779,3,3,Rajkot,17381123
2123,3,4,Nadiad,11027775
3242,3,2,Jamnagar,12562278
4086,1,3,Junagadh,18795216
2527,3,2,Gandhinagar,12888571
3696,3,3,Bhavnagar,17596245
2932,4,3,Anand,12677287
1895,2,4,Jamnagar,10270426
4039,4,4,Gandhinagar,19448921
4786,4,3,Anand,19628202
4938,2,3,Bhavnagar,18009962
3166,1,1,Nadiad,14727493
1755,4,2,Anand,10692115
3309,1,4,Gandhinagar,17860717
4338,5,4,Anand,21288734
3601,5,1,Gandhinagar,17088241
3167,2,2,Bhavnagar,15215175
3023,4,1,Gandhinagar,13653903
2162,5,1,Junagadh,10856223
792,1,1,Bhavnagar,5284554
3383,1,1,Nadiad,16783035
4778,3,3,Gandhinagar,20019662
1154,4,4,Nadiad,7696697
4972,2,1,Vadodara,22493721
3085,3,2,Surat,16755959
3757,1,3,Ahmedabad,17119320
3190,5,3,Ahmedabad,17368757
3068,2,2,Anand,13366047
4552,5,1,Jamnagar,15981238
4762,1,2,Gandhinagar,24251002
3423,2,2,Jamnagar,14495717
1692,1,1,Nadiad,8370779
4817,2,3,Ahmedabad,21608029
4098,3,1,Vadodara,16619554
1952,2,4,Jamnagar,8703227
4414,1,4,Ahmedabad,22738137
3634,1,4,Bhavnagar,15224488
926,2,3,Anand,6552515
1603,4,4,Bhavnagar,7859408
2118,5,3,Surat,10339761
1142,3,3,Nadiad,6861664
1691,5,4,Ahmedabad,11103007
1108,3,4,Rajkot,7583256
4592,5,4,Rajkot,20235817
3030,4,1,Surat,13262213
4350,4,4,Vadodara,20418465
1866,2,1,Ahmedabad,11601981
918,1,1,Junagadh,5614139
1167,5,1,Bhavnagar,6238089
840,4,1,Vadodara,7031578
1008,4,4,Nadiad,7467048
683,1,1,Vadodara,5777717
1604,5,2,Bhavnagar,9032808
3551,1,4,Bhavnagar,17502209
1988,2,4,Gandhinagar,11321153
2403,2,1,Jamnagar,9806727
800,3,1,Surat,7332151
2496,3,3,Junagadh,10866020
3179,4,2,Vadodara,13061171
2220,2,4,Bhavnagar,10075733
2973,1,1,Jamnagar,11495970
2305,5,3,Jamnagar,12136720
2254,3,1,Vadodara,11712434
1594,4,1,Rajkot,9066823
513,2,2,Gandhinagar,6398815
2163,4,4,Anand,11434019
906,2,1,Ahmedabad,7769064
1087,3,1,Gandhinagar,7924118
4946,2,2,Surat,24677663
1557,2,4,Nadiad,8954381
2260,1,2,Junagadh,11505457
3377,1,4,Ahmedabad,17593074
3882,5,1,Jamnagar,16288602
2428,4,2,Bhavnagar,12425398
3445,2,1,Gandhinagar,18849939
3881,1,3,Rajkot,15412549
1672,3,4,Junagadh,9461030
3092,5,3,Junagadh,15576675
4517,4,3,Jamnagar,21768676
2882,2,4,Jamnagar,12008089
514,1,1,Surat,6003492
4406,2,4,Rajkot,20888067
2739,4,1,Bhavnagar,10593567
3403,4,1,Junagadh,14244120
2309,4,3,Gandhinagar,12485709
3139,1,3,Nadiad,14437833
2870,1,3,Surat,13590569
3842,5,3,Surat,15766321
4691,1,4,Junagadh,18798664
1874,5,1,Junagadh,10179294
4557,4,4,Bhavnagar,17867488
4913,4,4,Jamnagar,17208684
1621,5,4,Junagadh,9368401
4260,1,2,Anand,19126954
3248,4,4,Anand,14296462
4039,2,3,Rajkot,14909400
3006,3,2,Rajkot,14264992
1228,3,3,Ahmedabad,8553539
2029,5,2,Surat,10205868
2947,4,2,Bhavnagar,13759400
913,2,4,Anand,7068901
3144,1,2,Ahmedabad,14241051
4179,3,3,Junagadh,14552027
3679,3,1,Nadiad,18034039
3679,4,3,Surat,16508945
4489,2,2,Rajkot,15874017
783,4,4,Gandhinagar,7298098
3767,3,3,Anand,14345265
932,1,3,Surat,7961003
3099,4,4,Nadiad,14756133
4070,1,3,Anand,15991834
3357,4,3,Surat,15225272
2737,2,3,Anand,14531285
2898,3,3,Jamnagar,14910680
969,5,4,Rajkot,7162068
797,2,4,Jamnagar,5420852
1083,3,1,Bhavnagar,6587468
1021,1,2,Gandhinagar,7946666
2052,2,2,Nadiad,11104625
3891,1,3,Rajkot,17178758
3569,1,4,Gandhinagar,16884092
3774,3,1,Vadodara,19030971
2633,3,1,Anand,11728848
548,4,1,Vadodara,5615387
1027,2,2,Junagadh,5692838
4927,2,3,Nadiad,23767521
3936,5,2,Gandhinagar,17039287
3263,4,2,Vadodara,16202479
1892,3,3,Nadiad,10673676
4321,2,3,Anand,16747839
740,4,3,Gandhinagar,7760754
2492,3,1,Anand,13396755
3618,5,1,Nadiad,16909848
2716,4,2,Ahmedabad,12240452
3903,5,4,Gandhinagar,16734530
1592,2,4,Jamnagar,8363656
4187,4,1,Bhavnagar,15289909
1276,5,3,Nadiad,7980119
4788,1,4,Ahmedabad,18716352
4601,3,1,Jamnagar,19631887
2877,2,1,Surat,14645259
3649,4,2,Gandhinagar,17715046
2083,4,2,Rajkot,10424019
3812,5,4,Anand,15474071
904,5,2,Bhavnagar,6101732
4731,3,1,Surat,19706487
3283,4,3,Surat,16413002
2469,5,1,Junagadh,10017561
4069,5,4,Anand,15134704
963,1,1,Ahmedabad,7766675
1265,3,1,Nadiad,8598609
2747,4,4,Gandhinagar,12938038
4701,3,2,Jamnagar,20274873
4368,3,1,Vadodara,20808678
4180,3,4,Ahmedabad,20309337
3450,2,3,Bhavnagar,14330548
903,3,2,Nadiad,6590787
1668,3,3,Vadodara,9240092
2872,1,2,Bhavnagar,11175665
4436,2,2,Junagadh,15547988
2622,4,2,Ahmedabad,12990316
1539,2,4,Junagadh,9032909
4108,3,4,Surat,18819087
1342,3,2,Vadodara,8725430
3217,3,3,Ahmedabad,16926837
2133,3,3,Vadodara,12051457
1578,2,4,Jamnagar,8558353
1533,5,2,Anand,9674485
4801,2,1,Anand,20858092
792,1,1,Bhavnagar,5383004
1460,1,4,Jamnagar,8972846
1453,4,2,Surat,8557584
3543,3,3,Rajkot,17270679
2395,1,4,Ahmedabad,11900706
4418,4,1,Anand,21345516
706,3,2,Surat,7009545
4449,3,2,Vadodara,21316596
2558,3,1,Jamnagar,12234853
3990,3,1,Ahmedabad,18067225
607,1,2,Gandhinagar,6872863
3849,3,1,Rajkot,16356388
1078,1,3,Jamnagar,6535881
2850,5,3,Surat,15502411
4431,1,2,Bhavnagar,18251301
2638,5,1,Anand,14043002
1135,1,4,Bhavnagar,6362624
3457,3,1,Anand,14427180
4651,3,1,Nadiad,18885848
2597,4,3,Rajkot,12216921
1592,2,1,Ahmedabad,9240491
4498,5,3,Ahmedabad,18336820
4027,1,1,Nadiad,18365875
1109,3,3,Gandhinagar,8202301
4982,4,3,Surat,23401187
4162,4,4,Vadodara,20189685
2746,3,1,Rajkot,12783764
1051,1,4,Gandhinagar,8236518
1025,1,3,Bhavnagar,6806251
3263,5,2,Bhavnagar,15126640
2307,5,3,Ahmedabad,12100241
2729,5,3,Vadodara,12059120
699,1,4,Jamnagar,5744975
3484,4,1,Ahmedabad,15072802
3390,3,3,Anand,17033449
2227,2,1,Rajkot,11691302
2134,1,4,Surat,11056294
4325,2,2,Nadiad,18664896
2170,4,1,Jamnagar,10052532
3926,4,2,Rajkot,14272437
2816,2,4,Vadodara,15073724
3063,5,2,Jamnagar,15032538
2104,4,1,Jamnagar,9701095
3741,5,4,Surat,18115258
2608,5,3,Junagadh,10443316
4390,1,3,Jamnagar,21328930
1925,3,2,Rajkot,10324355
4483,5,3,Vadodara,19139496
1114,2,4,Bhavnagar,7474618
4206,4,4,Vadodara,16537915
3077,3,3,Jamnagar,15061204
4230,4,1,Surat,17624070
4199,4,3,Jamnagar,16244136
689,4,1,Vadodara,5734813
1153,5,3,Ahmedabad,8851466
4245,3,2,Surat,20150937
1598,3,4,Jamnagar,8589359
1612,2,3,Anand,9224150
4703,3,2,Rajkot,22328033
3959,1,3,Anand,17566561
2435,2,4,Ahmedabad,12682662
2381,5,1,Nadiad,13153011
3978,1,2,Surat,17892810
1656,5,1,Rajkot,9947208
4378,4,3,Jamnagar,21369096
1214,2,1,Anand,8015495
2642,5,3,Gandhinagar,13345793
1555,5,1,Bhavnagar,8164654
3733,2,4,Anand,14144589
3326,1,3,Jamnagar,15072955
4974,4,3,Surat,24725580
1206,4,1,Jamnagar,6453935
1947,5,1,Rajkot,9568731
1326,2,2,Bhavnagar,7302333
2040,2,4,Rajkot,9488362
3487,1,4,Jamnagar,15974564
1367,3,2,Nadiad,8350333
3629,4,2,Anand,14598884
4899,4,4,Rajkot,19402469
4001,2,2,Junagadh,15392639
3441,2,2,Anand,17648745
2128,5,1,Junagadh,10619552
2154,3,2,Bhavnagar,9242351
1338,1,1,Vadodara,8672478
4837,1,4,Ahmedabad,22894357
4711,2,4,Jamnagar,16583746
2302,3,1,Surat,13020202
4147,3,1,Junagadh,18398854
3837,5,3,Anand,15438854
4361,2,1,Anand,21717205
2346,4,1,Junagadh,9707260
1150,3,4,Rajkot,7522504
942,2,2,Ahmedabad,7232872
3169,4,4,Vadodara,13775234
3571,3,2,Gandhinagar,15848639
1294,4,4,Vadodara,8693974
4460,5,3,Gandhinagar,19577637
1082,2,2,Junagadh,6301238
2925,3,1,Jamnagar,13511399
1668,5,3,Rajkot,8895437
4442,2,2,Ahmedabad,18594284
3923,2,1,Gandhinagar,17127194
2489,2,3,Junagadh,12596855
4336,4,4,Junagadh,19698369
2075,3,4,Anand,11675980
4430,5,4,Ahmedabad,20498240
2444,4,1,Anand,12557274
2511,5,2,Rajkot,13198637
2585,3,2,Rajkot,12894186
3422,1,4,Gandhinagar,15046495
804,2,1,Anand,5842656
2137,2,1,Jamnagar,10537723
3926,5,3,Nadiad,16047262
4921,4,4,Jamnagar,20208916
1513,4,2,Rajkot,9122962
808,2,2,Rajkot,5467713
1920,3,3,Ahmedabad,12226709
2357,2,3,Bhavnagar,11342909
4018,5,1,Ahmedabad,21310182
2265,1,1,Bhavnagar,9558911
1773,2,2,Nadiad,9443175
1754,2,4,Anand,9329135
4279,1,3,Anand,15890537
3544,5,1,Junagadh,15250470
4808,5,2,Anand,18625528
3883,5,4,Jamnagar,14130853
1041,1,1,Anand,7298762
3581,2,1,Jamnagar,17491598
3339,1,2,Bhavnagar,12702491
3971,2,4,Surat,19026527
1797,2,2,Anand,9649793
2171,3,1,Junagadh,10390483
4637,1,3,Rajkot,19045391
1419,5,2,Bhavnagar,8668682
3469,4,2,Rajkot,17164988
3080,3,3,Rajkot,12726302
3501,5,2,Vadodara,16279479
2048,5,4,Surat,12623562
581,4,4,Bhavnagar,4651146
603,1,1,Surat,6511229
1300,3,2,Anand,8537606
4159,4,2,Anand,18135483
4829,5,4,Anand,18125109
1325,4,3,Bhavnagar,7384201
4282,3,3,Anand,21042442
4541,1,4,Ahmedabad,20800466
646,2,1,Bhavnagar,4885058
4159,4,4,Nadiad,16265902
2694,5,1,Surat,14032220
4497,4,2,Ahmedabad,20620915
2871,2,3,Vadodara,15240165
1398,4,1,Rajkot,8964938
2280,1,2,Anand,12084101
1912,1,3,Vadodara,11011159
4138,4,4,Anand,20262183
4866,5,3,Gandhinagar,19977040
1153,1,3,Jamnagar,6499327
4556,4,3,Junagadh,17070696
3732,3,1,Gandhinagar,18380955
3785,3,4,Surat,15668528
2384,4,1,Rajkot,10294705
2807,4,1,Bhavnagar,13606234
2484,2,4,Anand,12722529
1901,3,3,Jamnagar,10636755
3660,1,3,Jamnagar,17029397
3652,4,3,Nadiad,17781826
2898,3,1,Gandhinagar,15876743
3541,1,4,Anand,18069207
3364,1,4,Vadodara,13823934
3510,1,2,Ahmedabad,17522912
1756,2,4,Ahmedabad,11619460
2702,4,3,Rajkot,13241857
3880,3,2,Ahmedabad,18786606
4974,1,4,Nadiad,22265040
2936,2,3,Surat,13927599
1747,2,3,Ahmedabad,9620658
1272,3,4,Junagadh,7228220
4457,1,3,Gandhinagar,19816640
2342,2,4,Junagadh,10582227
3896,1,2,Ahmedabad,19964540
2235,1,1,Junagadh,9908784
2765,3,1,Anand,13164869
1362,3,4,Gandhinagar,10511802
1999,2,1,Ahmedabad,10224573
1493,3,2,Bhavnagar,8997164
1902,4,2,Junagadh,10119066
3031,5,3,Junagadh,13733026
2657,5,4,Jamnagar,10625202
3131,3,4,Nadiad,15495576
3506,4,3,Vadodara,16439744
3584,3,3,Anand,18475672
2939,3,1,Nadiad,13642517
3243,4,3,Surat,14990809
3244,2,4,Gandhinagar,15609122
4038,5,3,Anand,17833829
4368,5,3,Anand,20460434
3364,4,2,Ahmedabad,15849134
1893,1,4,Surat,10333957
3008,3,3,Gandhinagar,16695445
1458,4,2,Ahmedabad,9301811
3204,1,1,Surat,15069421
4372,1,3,Jamnagar,18892968
4317,1,1,Vadodara,16499830
2290,4,3,Bhavnagar,11924889
4607,4,2,Jamnagar,21082160
2423,1,4,Nadiad,11914140
3172,3,3,Gandhinagar,13723249
3305,3,3,Nadiad,15878914
544,5,1,Surat,6156268
1882,4,4,Anand,10854321
3236,3,3,Gandhinagar,14637485
2258,3,4,Gandhinagar,13770989
1087,2,1,Nadiad,6823931
3877,1,3,Junagadh,16378729
4480,4,3,Ahmedabad,18815321
4382,2,1,Vadodara,20990974
3139,3,4,Vadodara,16354335
1729,1,4,Jamnagar,7944928
3535,4,1,Jamnagar,13930539
3470,5,2,Nadiad,16576479
1055,3,1,Nadiad,6692668
4245,2,1,Anand,19388061
1178,4,4,Gandhinagar,9263784
1422,1,2,Vadodara,7976370
3119,2,1,Junagadh,14043528
1783,4,3,Bhavnagar,8999922
4305,1,4,Junagadh,19466712
3252,1,1,Jamnagar,12472758
4740,5,2,Ahmedabad,18659191
1285,1,2,Bhavnagar,7282644
1837,1,1,Rajkot,10367942
1020,1,3,Rajkot,6869202
1340,2,4,Surat,8446098
3365,2,4,Rajkot,16777206
4460,1,1,Gandhinagar,17547952
1155,1,1,Surat,8899073
4546,3,2,Gandhinagar,22704657
1805,3,3,Bhavnagar,10021199
3205,3,1,Rajkot,12497379
2477,5,4,Anand,12458969
3251,3,1,Junagadh,12409879
1167,4,4,Ahmedabad,8950013
4217,4,2,Vadodara,20950019
2480,2,1,Gandhinagar,13559790
732,2,1,Nadiad,5471123
1909,2,2,Jamnagar,8736618
1534,2,3,Vadodara,9117438
2865,3,2,Junagadh,10705852
3065,1,3,Anand,12171915
2411,5,4,Vadodara,12593201
4754,3,3,Vadodara,17649833
2882,3,4,Surat,13567182
3336,3,2,Rajkot,14549234
3890,5,3,Junagadh,18092373
758,2,2,Ahmedabad,7445253
2733,4,2,Jamnagar,10867573
2187,5,1,Jamnagar,11348316
3142,3,1,Jamnagar,14027853
4037,2,4,Gandhinagar,19556969
1104,2,3,Ahmedabad,8304482
1989,4,3,Ahmedabad,10570834
3801,2,2,Gandhinagar,16933102
3918,1,2,Jamnagar,16902323
3658,4,1,Anand,17450640
2927,2,3,Rajkot,14294326
2988,5,3,Nadiad,12370118
1377,2,2,Bhavnagar,6920687
4866,3,3,Junagadh,17298067
3412,5,1,Bhavnagar,12759406
1917,4,1,Ahmedabad,12390955
2103,3,3,Nadiad,10911872
4876,2,1,Ahmedabad,18756028
3288,1,2,Jamnagar,16007967
3780,3,1,Junagadh,14040918
3860,1,2,Nadiad,17678323
2531,3,4,Nadiad,13029822
2136,1,3,Anand,9840790
2429,3,4,Rajkot,12665233
4404,4,1,Junagadh,20915435
2372,5,1,Surat,13861726
1924,2,3,Gandhinagar,12515308
3413,3,1,Gandhinagar,15802129
2585,1,4,Rajkot,10469276
3187,4,3,Surat,13593494
1589,2,4,Surat,9513882
4210,2,1,Jamnagar,18097719
3233,3,2,Vadodara,16957372
4545,1,3,Surat,19619144
3517,1,4,Jamnagar,15247997
2504,4,3,Junagadh,11908927
4466,4,4,Vadodara,18115506
3921,4,3,Rajkot,14830872
2145,5,4,Bhavnagar,9697081
901,2,3,Surat,7923568
2668,2,2,Junagadh,13433897
3951,2,4,Gandhinagar,16435282
4120,4,3,Nadiad,16021442
1156,3,4,Surat,8337166
2440,5,3,Nadiad,11680564
2019,4,3,Junagadh,9936092
3809,1,2,Anand,15918839
4125,4,1,Jamnagar,16310120
4510,5,4,Jamnagar,17892532
3252,4,2,Gandhinagar,15131917
4653,1,4,Ahmedabad,23630662
3132,2,3,Anand,15894633
3039,4,4,Ahmedabad,16560931
1728,3,2,Nadiad,9518616
1031,2,2,Vadodara,7458148
4271,2,1,Jamnagar,16626934
2854,5,2,Vadodara,13059156
4030,5,4,Surat,18252201
4417,4,1,Jamnagar,17574121
4666,5,3,Vadodara,17567249
1806,4,3,Nadiad,9207506
4416,4,4,Gandhinagar,22904660
2168,5,1,Gandhinagar,10948924
3907,2,2,Surat,15529685
3571,1,3,Anand,17643956
2155,5,2,Ahmedabad,10958895
765,4,3,Junagadh,5709228
1097,3,4,Jamnagar,6673684
3428,1,4,Rajkot,15879759
2658,4,2,Vadodara,12722889
4503,5,4,Rajkot,21682490
1031,3,4,Rajkot,6951083
1872,4,4,Jamnagar,9682726
1039,1,2,Ahmedabad,8443302
1818,3,3,Bhavnagar,8384643
3574,3,1,Rajkot,13639006
4532,5,4,Nadiad,16796559
4857,3,1,Jamnagar,17309355
1457,3,4,Jamnagar,8888935
3961,4,2,Surat,17698116
3579,2,4,Surat,17836859
3734,5,1,Junagadh,14764276
3748,2,3,Ahmedabad,18480756
1761,2,2,Anand,10630234
4044,1,1,Bhavnagar,15933511
4100,5,2,Gandhinagar,21349486
3587,3,2,Bhavnagar,16585194
1076,2,4,Surat,7866102
808,3,4,Ahmedabad,7080502
1747,5,1,Ahmedabad,9712250
3757,5,4,Jamnagar,17826519
4402,2,1,Anand,19943172
4600,5,2,Gandhinagar,22739044
3312,3,4,Surat,17638135
2464,2,2,Rajkot,10920932
3091,1,2,Surat,13758127
3727,4,4,Surat,18003265
2584,4,4,Anand,12569366
4051,2,4,Surat,16922467
1759,5,3,Surat,11019861
1216,2,2,Junagadh,6454096
3532,5,2,Nadiad,15201092
4543,4,4,Junagadh,16944769
994,5,2,Jamnagar,6182816
1909,4,4,Rajkot,10356733
3548,5,4,Bhavnagar,12989460
832,1,2,Rajkot,6574222
1560,3,1,Rajkot,8829138
1553,4,3,Surat,8822171
914,3,3,Nadiad,6830807
4281,1,4,Ahmedabad,19177377
2519,5,2,Jamnagar,12396513
2023,4,1,Junagadh,10886494
1623,5,4,Nadiad,10062411
2507,1,1,Vadodara,13925960
1228,1,2,Jamnagar,7126944
2307,4,1,Jamnagar,10040671
4282,3,1,Surat,17635977
2760,5,3,Bhavnagar,13942882
1826,3,1,Rajkot,9363360
2606,2,3,Vadodara,11985681
2031,2,1,Bhavnagar,8643169
977,2,2,Anand,7228482
4561,3,1,Junagadh,19602899
709,2,3,Anand,6185341
1924,3,3,Jamnagar,10680776
650,4,1,Vadodara,5796154
1385,3,1,Nadiad,8602845
765,2,2,Junagadh,5482082
3038,3,1,Surat,14798688
3110,2,1,Surat,13443738
3281,2,1,Junagadh,12786853
1021,1,3,Vadodara,7930986
3260,5,3,Surat,17624958
3817,4,1,Vadodara,18874602
1926,3,2,Anand,9564639
2799,3,3,Junagadh,11914120
3951,3,4,Gandhinagar,19075778
601,5,2,Nadiad,5607346
3127,3,3,Ahmedabad,16409705
3956,4,4,Vadodara,15408461
4330,1,4,Vadodara,21955286
2394,1,4,Surat,11351714
1372,1,3,Gandhinagar,9469182
687,1,3,Surat,6714529
1395,2,2,Rajkot,8457006
679,2,2,Surat,6844235
3992,1,4,Rajkot,16107636
1128,2,4,Junagadh,7308271
3840,1,4,Nadiad,18017010
1267,5,2,Rajkot,8324391
4088,5,1,Gandhinagar,17011973
3259,3,4,Nadiad,14120008
3365,1,3,Bhavnagar,15277343
1943,3,4,Vadodara,10619175
4267,4,3,Ahmedabad,19878802
4496,4,1,Jamnagar,20521405
1012,1,1,Ahmedabad,8619936
1283,1,1,Gandhinagar,8839738
3879,1,2,Ahmedabad,15715550
4659,2,2,Bhavnagar,21533468
4752,4,2,Bhavnagar,22541320
4287,4,1,Jamnagar,20626938
3810,5,2,Nadiad,15409668
2087,3,1,Vadodara,10967036
2774,1,1,Nadiad,12055538
1717,3,1,Bhavnagar,9635897
2864,5,4,Gandhinagar,13210610
1860,4,3,Ahmedabad,11325731
2528,2,1,Bhavnagar,11108475
1259,5,3,Jamnagar,7444409
3347,1,4,Rajkot,14624999
523,4,1,Bhavnagar,4507233
3511,1,2,Ahmedabad,15931908
1952,5,4,Rajkot,9817673
1792,2,2,Junagadh,8017254
1898,2,3,Jamnagar,10146871
3859,2,3,Gandhinagar,20835410
